-0.809075, 0.432819, -0.397574
0.965274, -0.254378, -0.059482
0.604097, 0.173254, -0.77785
0.541513, -0.706096, 0.456281
-0.239102, -0.131084, 0.962106
0.269179, 0.579543, -0.769203
0.450484, 0.451867, 0.769987
-0.0808746, 0.64473, -0.76012
-0.458662, -0.0462387, -0.887407
0.137746, 0.605695, 0.783683
0.354574, 0.168641, -0.919694
0.19029, 0.979679, -0.0633959
0.318692, -0.922319, -0.218548
-0.513971, 0.804893, -0.296615
-0.488093, 0.837152, -0.246864
-0.175183, 0.902049, 0.394485
0.598473, -0.72437, -0.342225
0.473538, -0.792306, 0.384723
0.605821, 0.136036, -0.783884
0.530649, -0.468617, -0.706265
0.685628, -0.697137, -0.209556
0.0702244, -0.493843, 0.866711
0.432514, -0.641234, -0.633838
0.327201, -0.295338, -0.897616
-0.386112, -0.474905, 0.790811
0.128735, 0.9582, 0.255501
-0.782855, -0.314344, 0.53696
0.507988, 0.190284, -0.840084
0.853982, -0.209247, -0.476373
-0.0608884, 0.612747, 0.78793
0.556151, -0.760568, 0.335011
-0.365323, 0.410917, -0.835276
-0.218843, 0.499129, -0.838438
-0.190125, 0.747978, 0.63591
0.0665866, 0.905974, 0.418064
0.212051, -0.672489, -0.709078
0.159048, -0.509862, 0.845426
-0.0896155, -0.722283, 0.685767
0.00607341, 0.768504, -0.639816
0.496005, -0.804923, 0.325696
0.497585, -0.202844, 0.843364
-0.0720293, 0.951471, 0.29919
0.679828, 0.374277, -0.630675
0.679828, 0.374277, -0.630675
0.00228397, -0.967171, 0.254115
-0.321428, 0.648081, -0.690417
0.470636, 0.62002, -0.627755
0.189904, 0.16469, -0.967891
0.732375, 0.0606321, 0.678196
-0.982192, -0.100849, -0.15852
0.833631, -0.477347, 0.277849
-0.374297, -0.837025, -0.399113
-0.411876, -0.90152, 0.132742
-0.539889, -0.368144, 0.756961
0.872387, 0.015641, -0.488565
0.323167, 0.854886, 0.405873
0.550195, -0.0251967, -0.834656
-0.669555, 0.450795, -0.590322
0.856004, 0.515707, -0.0360908
-0.122017, 0.979906, -0.157784
0.635746, 0.306212, 0.708563
-0.177363, -0.816442, 0.549514
-0.363663, 0.306113, 0.879798
0.329627, 0.143041, 0.933212
0.290768, 0.951333, -0.102075
0.752956, 0.453722, 0.476648
0.752956, 0.453722, 0.476648
0.0366367, 0.982109, 0.184715
0.0522062, -0.478381, -0.876599
0.307228, -0.518362, 0.798068
0.334393, -0.494785, 0.802103
0.361001, -0.372909, 0.854761
0.731645, -0.677173, -0.0783116
0.405921, 0.911335, 0.0685392
-0.621073, -0.513331, 0.59225
0.0458767, 0.929999, -0.364688
-0.230961, 0.880382, 0.414229
0.42606, 0.0533375, -0.903121
-0.876996, -0.0848876, -0.47294
0.471485, -0.0776748, -0.878447
0.966973, 0.246774, -0.0637549
0.966973, 0.246774, -0.0637549
0.100573, 0.670642, -0.734931
0.274141, -0.747972, 0.60447
-0.164781, 0.533879, 0.829349
0.867243, 0.304702, -0.393759
0.813933, -0.460743, -0.353877
-0.321522, 0.74254, -0.587586
-0.321522, 0.74254, -0.587586
0.558704, -0.237379, 0.794671
-0.177653, 0.0190243, -0.983909
-0.798208, 0.296884, 0.524141
-0.146716, -0.960223, 0.237585
0.401821, -0.015535, -0.915586
-0.614608, 0.569779, 0.545536
0.900552, 0.0560392, -0.431121
0.141804, -0.417621, 0.897488
-0.182304, 0.972806, 0.142878
0.391573, -0.262453, 0.881923
0.79261, -0.350046, -0.499237
-0.274912, 0.791088, 0.546447
0.252787, -0.373751, -0.892418
-0.0943225, -0.261905, 0.960473
-0.877302, 0.43339, 0.206188
0.0466169, 0.786391, 0.615968
0.268342, 0.157982, 0.950281
0.71041, -0.046457, 0.702253
0.357001, 0.0932557, -0.929437
0.322781, 0.942052, -0.0913827
0.333796, -0.880628, 0.336266
-0.851417, 0.483523, 0.20321
0.158423, -0.309199, 0.937709
-0.461459, 0.75851, -0.460128
0.251416, 0.393313, -0.884361
0.0824625, 0.171524, -0.981723
0.959928, 0.232376, -0.156652
-0.0975288, 0.802273, 0.588937
0.441209, -0.610868, -0.6574
0.0634069, 0.171666, -0.983113
0.881487, 0.231498, 0.41157
0.285838, -0.0724432, 0.955536
0.189744, -0.352504, -0.916372
-0.236185, 0.352659, 0.905455
0.295196, 0.94056, 0.167948
-0.861418, 0.312432, 0.400431
0.0750966, -0.980264, 0.182876
-0.621496, -0.699624, 0.352518
-0.324836, -0.000408742, -0.94577
-0.87267, 0.36924, -0.319543
0.59052, -0.12208, 0.797736
-0.574043, 0.27704, -0.770534
0.434468, 0.0298426, -0.900193
-0.130352, -0.779372, -0.612852
-0.53152, 0.778951, -0.33275
-0.367166, -0.106309, -0.92406
0.101407, -0.994207, 0.0356305
0.585656, 0.0765553, -0.806936
0.581122, 0.187403, -0.791945
0.57536, 0.31841, -0.753377
0.676888, -0.734821, -0.043129
-0.424905, 0.885923, 0.185999
0.32345, -0.925829, -0.195503
0.307968, 0.951368, -0.00734516
0.918159, -0.0298645, 0.395085
0.649757, -0.743316, 0.15905
0.000782917, -0.655183, -0.75547
-0.427373, 0.191267, 0.883612
-0.973871, -0.209205, 0.0883635
0.835118, -0.549362, -0.0279281
0.00571601, -0.424803, -0.905268
-0.689043, -0.470397, -0.551313
-0.129085, 0.407685, 0.903952
0.701651, 0.121258, 0.702127
-0.4026, -0.912918, 0.0670342
0.0291562, -0.450162, -0.892471
0.56092, 0.826691, -0.0441575
0.56092, 0.826691, -0.0441575
-0.467197, 0.745716, -0.475011
-0.418538, -0.346576, 0.839471
0.437125, 0.817509, 0.374967
0.960468, -0.0344924, 0.276246
-0.523966, -0.816566, -0.242237
-0.600788, 0.670015, 0.436043
0.509361, -0.259144, 0.820607
0.837027, 0.544142, 0.0574077
0.416511, 0.15924, 0.895076
0.00848264, 0.112972, -0.993562
0.0355952, -0.265853, 0.963356
-0.594008, 0.728042, -0.342213
0.918004, -0.262491, 0.297268
-0.56835, -0.796213, 0.207422
0.221454, 0.075697, -0.972228
0.611062, -0.510286, -0.605155
0.372352, -0.826113, -0.422956
-0.809216, 0.218976, 0.545178
-0.809216, 0.218976, 0.545178
-0.962735, -0.0941551, 0.253526
0.577114, -0.382379, -0.721613
0.0585772, 0.292917, 0.954342
-0.555871, -0.820939, -0.130636
-0.722563, -0.334139, 0.605189
-0.302488, 0.949224, -0.0864561
0.482273, -0.395461, -0.78168
0.0492584, 0.315807, 0.947544
-0.262356, -0.0669586, 0.962645
-0.692643, 0.720913, -0.023039
0.0189574, 0.0417295, 0.998949
-0.392968, -0.262948, -0.881155
-0.789792, 0.563873, -0.241402
-0.265688, -0.906579, -0.327908
-0.323924, 0.789964, 0.520606
-0.910181, 0.0894732, -0.404433
-0.414568, -0.607368, 0.677671
0.975233, -0.22092, 0.0107073
0.660805, 0.588221, -0.466189
0.52455, -0.509574, 0.682042
0.2076, -0.948912, 0.237631
0.635559, 0.753032, 0.170316
0.0688598, -0.795218, 0.602401
0.457506, 0.331075, 0.825274
-0.5397, 0.657624, 0.525599
-0.710923, 0.667175, 0.22241
-0.021612, -0.775177, -0.631374
-0.122586, 0.858902, 0.497252
0.588232, -0.0232671, -0.808357
0.263113, 0.545227, -0.795927
-0.437681, -0.898815, -0.0238019
-0.0366864, -0.521444, -0.852497
0.812071, -0.457645, 0.362079
0.690487, 0.722882, -0.0258676
0.778606, 0.375406, 0.502834
