-245.21, -65.6409, 1170.52
-320.761, 125.579, 1319.33
-294.071, 580.557, 677.675
-184.569, -400.65, 371.449
303.532, 494.784, 893.377
-232.271, -327.113, 371.967
247.046, -567.832, 485.782
297.798, 454.999, 1329.67
268.516, 260.545, 904.682
-160.303, 499.019, 303.236
161.048, 35.2915, 1078.09
151.668, -84.2292, 820.703
-221.42, 462.514, 494.148
-256.61, -148.631, 1384.44
-330.073, -351.159, 392.12
234.308, -310.091, 717.28
58.9441, -38.3806, 1107.89
-224.273, 82.4783, 652.401
-4.3857, -348.196, 845.174
154.636, -187.247, 63.2426
-23.3957, 84.0323, 1169.27
-189.608, -511.681, 838.028
73.0044, 381.356, 811.682
260.008, -315.835, 127.437
-204.909, 382.417, 958.944
14.1796, 283.378, 1362.27
-52.543, 372.738, 882.918
-281.6, -291.033, 888.404
97.164, -175.819, 534.712
-172.8, 231.982, 752.455
-81.5644, -333.164, 393.122
-344.714, 250.305, 664.484
249.357, 487.57, 1159.08
-24.9342, 14.6707, 722.159
137.284, -16.6973, 1021.07
108.192, 375.525, 532.363
-71.376, -169.049, 3.93812
111.792, -322.701, 934.545
180.344, -262.235, 261.771
100.092, -150.084, 57.9326
-179.102, 372.707, 584.46
-162.368, 98.6262, 287.748
285.109, -99.8616, 543.454
301.942, 509.565, 301.655
208.867, -588.602, 1001.65
-303.267, 240.469, 837.931
143.539, -386.338, 81.2802
-133.507, -256.768, 597.484
107.346, -202.093, 150.029
125.214, -591.159, 137.678
11.2598, -35.2944, 1369.13
-258.226, 400.804, 830.79
-352.998, -493.464, 1225.12
-352.998, -493.464, 1225.12
-177.708, -10.3554, 456.606
-117.778, 526.482, 482.167
-117.778, 526.482, 482.167
-233.983, -337.44, 497.195
-8.98034, -381.545, 191.197
279.197, -488.005, 1296.66
27.09, 318.175, 1113.15
-212.866, -451.136, 1292.96
-310.754, -251.763, 1074.16
-242.755, 94.4959, 928.43
-348.805, -99.1193, 1011.91
148.829, 366.103, 829.515
-332.502, -121.677, 839.57
-151.238, -496.054, 1016.38
-304.239, -453.734, 1247.35
126.594, -290.652, 569.312
-327.049, -242.798, 1171.38
-37.5502, -345.772, 675.496
-20.0895, -212.43, 989.711
-67.1187, -67.1228, 529.134
207.942, 585.534, 745.346
281.274, -234.337, 23.7281
79.0196, -557.858, 450.169
260.416, 337.136, 754.282
-188.013, -284.314, 968.623
110.001, -72.6869, 1371.79
333.756, -250.942, 1292.35
30.3868, 242.851, 956.569
30.3868, 242.851, 956.569
156.983, 516.168, 1057
125.28, 533.862, 1233.38
234.999, -89.6288, 1343.18
-91.0031, -347.635, 371.094
-120.562, -15.7902, 1235.36
-106.956, -412.016, 197.319
168.543, 404.392, 1188.65
56.9383, 481.873, 562.058
-198.99, 587.757, 286.699
-158.932, -291.848, 592.811
-70.2267, 459.978, 1203.54
165.133, 365.194, 1175.5
208.48, 260.481, 1204.76
49.3608, -477.738, 1138.26
-93.6481, 61.5675, 370.465
-259.557, 216.981, 1055.1
249.44, 19.0391, 696.488
